group_id,rules,split,image_count,empty_count,total_box_count,jieba_image_count,jieba_box_count,zonglie_image_count,zonglie_box_count,qilie_image_count,qilie_box_count,jiaza_image_count,jiaza_box_count,yiwuyaru_image_count,yiwuyaru_box_count,huashang_image_count,huashang_box_count,mamianmakeng_image_count,mamianmakeng_box_count,yanghuatiepi_image_count,yanghuatiepi_box_count,gunyin_image_count,gunyin_box_count
0001469860,numeric_raw_prefix,train,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001469863,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001469866,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001469871,numeric_raw_prefix,val,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
0001469874,numeric_raw_prefix,train,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
0001469877,numeric_raw_prefix,val,2,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
0001469879,numeric_raw_prefix,train,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001469881,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001469888,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001469890,numeric_raw_prefix,train,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0001469896,numeric_raw_prefix,train,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001469897,numeric_raw_prefix,val,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0001469898,numeric_raw_prefix,train,3,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0
0001469901,numeric_raw_prefix,train,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001469909,numeric_raw_prefix,train,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0001469912,numeric_raw_prefix,val,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001469927,numeric_raw_prefix,train,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001469928,numeric_raw_prefix,val,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001469940,numeric_raw_prefix,train,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001469946,numeric_raw_prefix,train,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
0001469948,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001469955,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001469960,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001469968,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001469969,numeric_raw_prefix,train,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001469973,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001469975,numeric_raw_prefix,train,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001469979,numeric_raw_prefix,train,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
0001469981,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001469989,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001469990,numeric_raw_prefix,train,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0001469992,numeric_raw_prefix,train,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0001469996,numeric_raw_prefix,train,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
0001469998,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470001,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470003,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470004,numeric_raw_prefix,train,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
0001470010,numeric_raw_prefix,val,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0001470014,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470016,numeric_raw_prefix,val,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470017,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470026,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470039,numeric_raw_prefix,train,7,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
0001470040,numeric_raw_prefix,train,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470041,numeric_raw_prefix,train,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470044,numeric_raw_prefix,train,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470045,numeric_raw_prefix,train,5,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470046,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470048,numeric_raw_prefix,train,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470049,numeric_raw_prefix,train,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470051,numeric_raw_prefix,train,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0001470052,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470055,numeric_raw_prefix,val,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470056,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470065,numeric_raw_prefix,train,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0001470066,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470067,numeric_raw_prefix,train,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,0,0
0001470089,numeric_raw_prefix,train,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470098,numeric_raw_prefix,train,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0001470099,numeric_raw_prefix,train,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0001470102,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470105,numeric_raw_prefix,train,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470106,numeric_raw_prefix,train,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470108,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470110,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470112,numeric_raw_prefix,val,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
0001470115,numeric_raw_prefix,train,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470116,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470117,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470118,numeric_raw_prefix,train,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470119,numeric_raw_prefix,train,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470121,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470123,numeric_raw_prefix,train,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470124,numeric_raw_prefix,train,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470125,numeric_raw_prefix,val,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470127,numeric_raw_prefix,train,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470128,numeric_raw_prefix,train,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470132,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470134,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470136,numeric_raw_prefix,train,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470142,numeric_raw_prefix,train,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470143,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470144,numeric_raw_prefix,train,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0001470145,numeric_raw_prefix,train,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470146,numeric_raw_prefix,val,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470148,numeric_raw_prefix,train,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470152,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470154,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470155,numeric_raw_prefix,train,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470156,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470157,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470159,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470161,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470162,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470163,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470164,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470166,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470167,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470168,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470172,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470173,numeric_raw_prefix,train,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
0001470175,numeric_raw_prefix,train,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470178,numeric_raw_prefix,train,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470180,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470181,numeric_raw_prefix,train,3,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
0001470183,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470184,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470187,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470188,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470190,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470191,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470195,numeric_raw_prefix,train,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470198,numeric_raw_prefix,val,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470200,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470201,numeric_raw_prefix,train,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470204,numeric_raw_prefix,val,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470208,numeric_raw_prefix,train,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001470209,numeric_raw_prefix,train,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001471561,numeric_raw_prefix,train,2,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
0001472015,numeric_raw_prefix,val,6,0,9,0,0,0,0,0,0,0,0,2,3,3,3,0,0,1,2,1,1
0001472031,numeric_raw_prefix,train,6,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5
0001472079,numeric_raw_prefix,train,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0001472114,numeric_raw_prefix,train,5,0,6,0,0,5,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0001472115,numeric_raw_prefix,val,4,1,7,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,4,0,0
0001472117,numeric_raw_prefix,train,2,0,5,0,0,0,0,0,0,0,0,1,2,1,2,0,0,1,1,0,0
0001472180,numeric_raw_prefix,train,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001472185,numeric_raw_prefix,train,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001472187,numeric_raw_prefix,train,3,0,3,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0,0
0001472191,numeric_raw_prefix,train,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0001472207,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001472220,numeric_raw_prefix,train,5,3,10,2,7,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0
0001472221,numeric_raw_prefix,val,6,4,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
0001472227,numeric_raw_prefix,train,5,2,4,2,2,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
0001472228,numeric_raw_prefix,val,6,0,19,6,14,1,1,0,0,0,0,1,2,1,2,0,0,0,0,0,0
0001472229,numeric_raw_prefix,val,7,1,18,4,6,0,0,0,0,0,0,4,6,2,2,2,4,0,0,0,0
0001472230,numeric_raw_prefix,train,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001472248,numeric_raw_prefix,train,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0001472267,numeric_raw_prefix,train,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
0001472280,numeric_raw_prefix,train,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001472291,numeric_raw_prefix,train,2,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0
0001472295,numeric_raw_prefix,val,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001472298,numeric_raw_prefix,train,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001472299,numeric_raw_prefix,train,9,8,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
0001472302,numeric_raw_prefix,val,4,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
0001472318,numeric_raw_prefix,train,2,1,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
0001472319,numeric_raw_prefix,train,4,1,6,0,0,0,0,0,0,2,5,1,1,0,0,0,0,0,0,0,0
0001472381,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001472441,numeric_raw_prefix,train,6,2,4,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,2,2
0001472442,numeric_raw_prefix,train,4,1,6,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,1,1
0001472447,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001472449,numeric_raw_prefix,val,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001472450,numeric_raw_prefix,train,5,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3
0001472453,numeric_raw_prefix,val,10,4,8,0,0,0,0,0,0,0,0,1,1,0,0,2,3,0,0,4,4
0001472474,numeric_raw_prefix,train,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
0001472494,numeric_raw_prefix,train,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0001472519,numeric_raw_prefix,train,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001472544,numeric_raw_prefix,train,3,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2
0001472575,numeric_raw_prefix,train,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
0001473055,numeric_raw_prefix,train,6,2,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2
0001473056,numeric_raw_prefix,val,9,0,27,7,20,0,0,0,0,0,0,4,6,0,0,1,1,0,0,0,0
0001473065,numeric_raw_prefix,train,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0001473066,numeric_raw_prefix,train,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
0001473067,numeric_raw_prefix,train,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
0001473068,numeric_raw_prefix,train,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
0001473070,numeric_raw_prefix,train,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
0001473071,numeric_raw_prefix,train,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
0001473086,numeric_raw_prefix,train,3,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2
0001473094,numeric_raw_prefix,train,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
0001473095,numeric_raw_prefix,train,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
0001473096,numeric_raw_prefix,train,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3
0001473108,numeric_raw_prefix,train,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0001473111,numeric_raw_prefix,train,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0001473112,numeric_raw_prefix,train,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0001473113,numeric_raw_prefix,train,4,0,8,1,1,0,0,0,0,0,0,2,2,0,0,0,0,3,3,2,2
0001473118,numeric_raw_prefix,train,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
0001473120,numeric_raw_prefix,train,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
0001473121,numeric_raw_prefix,train,9,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
0001473122,numeric_raw_prefix,train,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
0001473123,numeric_raw_prefix,train,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
0001473125,numeric_raw_prefix,train,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
0001473126,numeric_raw_prefix,val,12,2,14,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,7,7
0001473128,numeric_raw_prefix,train,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
0001473129,numeric_raw_prefix,train,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
0001473130,numeric_raw_prefix,train,10,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
0001473143,numeric_raw_prefix,train,9,0,12,1,1,0,0,0,0,0,0,2,2,0,0,2,2,0,0,7,7
0001473148,numeric_raw_prefix,val,14,1,31,0,0,0,0,0,0,0,0,1,1,0,0,6,22,0,0,7,8
0001473149,numeric_raw_prefix,val,18,1,29,0,0,0,0,0,0,0,0,0,0,0,0,3,10,1,1,17,18
0001473164,numeric_raw_prefix,train,9,1,10,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,7,8
0001473234,numeric_raw_prefix,train,10,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,7
0001473245,numeric_raw_prefix,train,5,0,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,5
0001473346,numeric_raw_prefix,train,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0
0001473365,numeric_raw_prefix,train,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001473367,numeric_raw_prefix,train,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
0001474140,numeric_raw_prefix,val,6,0,12,5,10,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
0001476517,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001476520,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001476556,numeric_raw_prefix,train,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001476559,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001476561,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001476563,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001476567,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001476568,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001476576,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001476587,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001476606,numeric_raw_prefix,train,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0001476615,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001476617,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001476620,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001476624,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001476629,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001476631,numeric_raw_prefix,train,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001476633,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001476636,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001476637,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001476641,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001476658,numeric_raw_prefix,train,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
0001476660,numeric_raw_prefix,train,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001476661,numeric_raw_prefix,train,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0001476674,numeric_raw_prefix,train,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001476675,numeric_raw_prefix,train,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0001478920,numeric_raw_prefix,train,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0001480389,numeric_raw_prefix,val,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
0001481074,numeric_raw_prefix,train,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0001481543,numeric_raw_prefix,train,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001481871,numeric_raw_prefix,train,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0001481920,numeric_raw_prefix,train,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
0001481922,numeric_raw_prefix,train,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
0001481923,numeric_raw_prefix,train,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
0001482141,numeric_raw_prefix,train,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
0001482235,numeric_raw_prefix,train,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
